DATASET,Index,WellID,Well Name,Loop,Channel,fps,version,HROI Change Intensity,Harmonic Intensity,Heart size,Intensity/Harmonic Intensity (top 5 %),Movement detection max,SNR,SNR Top 5%,Signal Intensity Top 5%,Signal intensity,Signal regional prominence,Stop frame,empty frames,Heartrate (BPM),ground truth,error
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,130,WE00058,E010,LO002,CO6,13,v1.3.1(feb22-region),244.9603175,24281.24868,504,2.307167322,5808,0.318664812,0.567884042,56021,18202,0.847222222,130,0,96,NA,200
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,41,WE00054,E006,LO001,CO6,13,v1.3.1(feb22-region),245.2516967,7876.811362,6778,38.70561136,8739,0.417483672,0.683496079,304877,40687,0.861906167,130,0,96,95.8,0.2
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,96,WE00026,C002,LO002,CO6,13,v1.3.1(feb22-region),245.2978829,2168.827961,6046,51.32331258,6281,0.292583555,0.529125956,111311,14534,0.782831624,130,0,168,164.9,3.1
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,68,WE00081,G009,LO001,CO6,13,v1.3.1(feb22-region),246.5102834,1938.105245,6175,137.9031914,2975519,0.501053913,0.843402426,267271,29184,0.834817814,82,0,152,154,2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,44,WE00057,E009,LO001,CO6,13,v1.3.1(feb22-region),246.6361513,4490.547888,6423,94.04419045,5069,0.395861843,0.624638828,422310,49479,0.846022108,130,0,96,93.3,2.7
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,140,WE00070,F003,LO002,CO6,13,v1.3.1(feb22-region),246.7949266,1441.802411,3745,130.7389628,3347437,0.542837152,0.816074257,188500,21099,0.905473965,66,0,165,163.6,1.4
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,31,WE00031,C007,LO001,CO6,13,v1.3.1(feb22-region),248.4839468,5019.64439,3831,10.61375462,5968,0.296594197,0.484833553,53277,18902,0.756460454,130,0,102,NA,200
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,82,WE00095,H002,LO001,CO6,13,v1.3.1(feb22-region),248.6404351,2287.152963,1563,36.17761445,6888,0.391172286,0.760923361,82744,15955,0.906589891,130,0,168,169,1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,166,WE00096,H001,LO002,CO6,13,v1.3.1(feb22-region),248.9959537,6465.797092,14087,32.87913004,6714,0.351755718,0.719701905,212590,30567,0.460353517,130,0,168,169.8,1.8
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,62,WE00063,F010,LO001,CO6,13,v1.3.1(feb22-region),250.2463789,21950.10029,6973,7.123826601,7441,0.422181378,0.763341037,156369,36839,0.851570343,130,0,96,95.9,0.1
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,117,WE00050,E002,LO002,CO6,13,v1.3.1(feb22-region),251.0447309,12813.1051,5276,59.18810374,4826,0.276707712,0.478964479,758383,79715,0.429112964,130,0,90,93.3,3.3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,84,WE00084,G012,LO001,CO6,24,v1.3.1(feb22-region),251.3078778,27897.66809,1244,21.33933453,3696,0.5562609,0.686705024,595318,174280,0.957395498,240,0,90,92.1,2.1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,60,WE00074,G002,LO001,CO6,13,v1.3.1(feb22-region),251.3090555,1824.357249,5643,23.53775173,2522329,0.469358335,0.722208505,42941,13724,0.961545277,97,0,161,162.5,1.5
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,85,WE00085,H012,LO001,CO6,24,v1.3.1(feb22-region),252.0504673,1491.287082,535,78.39303054,3349,0.603851447,0.758650745,116907,46146,1,240,0,162,163,1
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,4,WE00004,A004,LO001,CO6,24,v1.3.1(feb22-region),252.3016412,1960.423988,15598,195.0213273,100724,0.537205132,0.882980477,382324,45354,0.92717015,214,0,215,215.3,0.3
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,64,WE00077,G005,LO001,CO6,13,v1.3.1(feb22-region),252.3282515,2897.955351,5313,26.06315771,2518,0.317663461,0.634132083,75530,14803,0.808770939,130,0,168,168,0
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,86,WE00014,B011,LO002,CO6,13,v1.3.1(feb22-region),252.4725183,24650.27561,6004,9.342768067,5877,0.448508416,0.838823601,230302,38893,0.808627582,130,0,96,97,1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,165,WE00095,H002,LO002,CO6,13,v1.3.1(feb22-region),253.5977578,1945.161965,2230,24.55955646,4475,0.388652154,0.692178228,47772,13566,0.871748879,130,0,180,179.5,0.5
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,17,WE00029,C005,LO001,CO6,13,v1.3.1(feb22-region),253.6869231,4471.5183,1300,19.54569525,3588,0.414840626,0.769539332,87399,19119,0.957692308,130,0,156,NA,200
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,148,WE00079,G007,LO002,CO6,13,v1.3.1(feb22-region),253.8783418,2194.080354,3329,15.03377801,5444,0.320313285,0.564999588,32985,9798,0.911685191,130,0,168,168,0
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,66,WE00079,G007,LO001,CO6,13,v1.3.1(feb22-region),253.9511949,2459.221041,6946,27.5901141,6983,0.40890281,0.766028768,67850,15449,0.859919378,130,0,168,168,0
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,88,WE00090,H007,LO001,CO6,13,v1.3.1(feb22-region),253.9717492,2251.566984,7752,22.32541206,1788009,0.314071793,0.496211274,50267,10638,0.570691434,73,0,160,167.6,7.6
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,73,WE00085,H012,LO001,CO6,13,v1.3.1(feb22-region),254.3034062,21413.5188,9189,18.70139541,1063387,0.597625759,0.878062524,400463,57473,0.899444989,58,0,94,96,2
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,18,WE00018,B007,LO001,CO6,13,v1.3.1(feb22-region),254.935799,4513.157058,5732,15.04648113,5869,0.211206751,0.345666688,67907,17206,0.439986043,130,0,108,107.1,0.9
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,72,WE00072,F001,LO001,CO6,13,v1.3.1(feb22-region),255.7336123,2887.62851,2151,18.31265587,2220022,0.359913294,0.570750258,52880,10524,0.518828452,52,0,150,159.7,9.7
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,132,WE00060,E012,LO002,CO6,13,v1.3.1(feb22-region),256.2142857,4396.738095,6230,28.52170715,2723357,0.34220108,0.566079125,125402,26938,0.766613162,106,0,96,98,2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,35,WE00047,D002,LO001,CO6,13,v1.3.1(feb22-region),257.6593955,24623.82619,3805,19.87554105,2299752,0.380568413,0.580168976,489412,55359,0.820762155,80,0,88,93,5
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,22,WE00034,C010,LO001,CO6,13,v1.3.1(feb22-region),258.1354184,18319.09433,6107,14.37320294,3778,0.389333183,0.763730594,263304,43731,0.78778451,130,0,96,98,2
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,154,WE00084,G012,LO002,CO6,13,v1.3.1(feb22-region),259.6704595,2219.339729,2285,25.83754951,4441,0.466997766,0.748385211,57342,18118,0.964551422,130,0,162,161.2,0.8
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,22,WE00034,C010,LO001,CO6,13,v1.3.1(feb22-region),260.024411,18575.40272,4711,7.729038299,4732,0.390088163,0.669965392,143570,35273,0.843557631,130,0,96,94,2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,106,WE00034,C010,LO002,CO6,13,v1.3.1(feb22-region),260.7988185,26522.66103,3047,7.552106142,2680,0.453776652,0.833267016,200302,38971,0.805054152,130,0,96,95,1
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,12,WE00012,A012,LO001,CO6,13,v1.3.1(feb22-region),260.9039301,11802.98051,5725,10.18908805,10768,0.385132445,0.787206261,120262,25849,0.714759825,130,0,156,156,0
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,123,WE00056,E008,LO002,CO6,13,v1.3.1(feb22-region),260.9132771,6747.160547,1303,24.71835596,6222,0.287879132,0.401355894,166779,32621,0.728319263,130,0,102,99.2,2.8
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,35,WE00035,C011,LO001,CO6,13,v1.3.1(feb22-region),261.2151899,4071.611878,5688,35.25114155,5258,0.36544581,0.562769051,143529,33773,0.810654008,130,0,102,100,2
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,26,WE00026,C002,LO001,CO6,13,v1.3.1(feb22-region),262.6494368,5874.615961,7990,18.59985143,8497,0.350250701,0.579642361,109267,27933,0.890863579,130,0,90,91.8,1.8
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,36,WE00048,D001,LO001,CO6,13,v1.3.1(feb22-region),263.9698357,276423.0109,3713,0.909695987,2436,0.432176323,0.736659561,251461,42583,0.612442769,130,0,108,54,54
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,39,WE00039,D010,LO001,CO6,13,v1.3.1(feb22-region),264.1254666,3843.799585,3483,11.20144528,4666,0.186310353,0.323186206,43056,10814,0.326442722,130,0,162,153.5,8.5
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,73,WE00075,G003,LO001,CO6,13,v1.3.1(feb22-region),264.6838174,11685.30994,4820,26.38176583,6152,0.449249706,0.779501469,308279,49856,0.940248963,130,0,96,94.9,1.1
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,67,WE00079,G007,LO001,CO6,13,v1.3.1(feb22-region),265.3198142,41162.4723,12920,5.896047214,8940,0.38680182,0.699418992,242696,44509,0.684752322,130,0,96,98,2
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,35,WE00035,C011,LO001,CO6,24,v1.3.1(feb22-region),265.3569682,64951.87645,409,6.092296841,2001,0.586660794,0.759202116,395706,127072,0.987775061,240,0,96,94.3,1.7
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,44,WE00056,E008,LO001,CO6,13,v1.3.1(feb22-region),265.6726427,11515.58932,7307,15.60359722,6930,0.401551605,0.663993944,179685,35748,0.867387437,130,0,96,98,2
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,25,WE00025,C001,LO001,CO6,24,v1.3.1(feb22-region),266.4570313,16393.7468,768,10.84431513,6859,0.471986174,0.629802369,177779,72040,0.954427083,240,0,90,91.2,1.2
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,86,WE00015,B010,LO002,CO6,13,v1.3.1(feb22-region),266.86875,1621.52055,1760,49.95129896,4483,0.31411416,0.489279065,80997,14697,0.819318182,130,0,162,166,4
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,59,WE00071,F002,LO001,CO6,13,v1.3.1(feb22-region),267.0040642,4361.848545,9350,103.3326232,76068,0.328060809,0.476507858,450721,52071,0.455508021,68,0,103,98,5
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,65,WE00065,F008,LO001,CO6,24,v1.3.1(feb22-region),267.4119497,47933.53657,636,7.087170739,2692,0.495425905,0.823134499,339713,97154,0.97327044,240,0,108,NA,200
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,62,WE00075,G003,LO001,CO6,13,v1.3.1(feb22-region),267.6186589,5305.454611,1715,16.16426729,5500,0.236290909,0.385230499,85759,18847,0.401166181,130,0,108,111.4,3.4
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,19,WE00019,B006,LO001,CO6,13,v1.3.1(feb22-region),268.5814457,21936.84834,6004,3.228627825,2892375,0.403542645,0.742760551,70826,16857,0.665056629,93,0,168,167.1,0.9
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,14,WE00026,C002,LO001,CO6,13,v1.3.1(feb22-region),268.6964668,170575.2923,5604,2.385753097,4297,0.272887605,0.411816143,406951,61678,0.626516774,130,0,54,53,1
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,78,WE00090,H007,LO001,CO6,13,v1.3.1(feb22-region),268.8366125,5185.378439,8183,49.19402766,2215802,0.354230623,0.574056323,255090,36211,0.777221068,115,0,102,99,3
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,129,WE00057,E009,LO002,CO6,13,v1.3.1(feb22-region),270.3113465,4552.247973,6231,45.18346307,6342,0.350109963,0.56657779,205686,43194,0.78623014,130,0,90,92,2
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,33,WE00045,D004,LO001,CO6,13,v1.3.1(feb22-region),270.8051576,2687.458893,4537,34.44539066,4959,0.302787923,0.523524357,92571,16257,0.828521049,130,0,168,171,3
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,58,WE00070,F003,LO001,CO6,13,v1.3.1(feb22-region),272.0269685,25782.63582,6007,9.473824418,6809,0.550934829,0.883295678,244260,54503,0.929582154,130,0,96,97,1
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,38,WE00038,D011,LO001,CO6,13,v1.3.1(feb22-region),273.4072903,3383.676104,5377,51.84960967,5808,0.357782375,0.65018971,175442,30402,0.82015994,130,0,108,106.9,1.1
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,18,WE00030,C006,LO001,CO6,13,v1.3.1(feb22-region),274.4213655,14240.40084,5551,16.37270359,5636,0.433769165,0.735892824,233154,40269,0.911907764,130,0,102,103.1,1.1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,14,WE00026,C002,LO001,CO6,13,v1.3.1(feb22-region),274.7646496,5145.348056,7321,21.94978287,2916540,0.4180823,0.788122269,112939,18345,0.833492692,103,0,167,167.6,0.6
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,15,WE00027,C003,LO001,CO6,13,v1.3.1(feb22-region),274.9859629,4907.389099,8905,60.85159194,3257300,0.43079036,0.790957619,298622,32415,0.706007861,86,0,154,157,3
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,23,WE00035,C011,LO001,CO6,13,v1.3.1(feb22-region),275.078032,69529.402,3191,6.789565139,4321,0.367385452,0.658826271,472074,92489,0.470385459,130,0,48,100,52
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,27,WE00039,D010,LO001,CO6,13,v1.3.1(feb22-region),275.8497502,3362.972036,2802,25.1967929,6248,0.332912247,0.48881034,84736,30298,0.730549607,130,0,90,87.4,2.6
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,87,WE00087,H010,LO001,CO6,24,v1.3.1(feb22-region),275.8589643,10348.97127,5098,12.77368926,3153,0.370838261,0.606508748,132195,40403,0.920360926,240,0,96,94.1,1.9
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,52,WE00052,E004,LO001,CO6,24,v1.3.1(feb22-region),279.2851324,70049.56068,982,3.944369093,4547,0.27543107,0.422390222,276301,73021,0.513238289,240,0,90,92.9,2.9
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,45,WE00057,E009,LO001,CO6,13,v1.3.1(feb22-region),279.2932913,14070.07567,6976,20.82374769,8151,0.442018816,0.789969763,292992,56458,0.84690367,130,0,96,95,1
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,96,WE00096,H001,LO001,CO6,24,v1.3.1(feb22-region),279.3480769,37258.81419,1040,10.45984025,3385,0.687498058,0.817844501,389721,170371,0.976923077,240,0,84,82.8,1.2
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,74,WE00074,G002,LO001,CO6,24,v1.3.1(feb22-region),279.6516129,1607.377343,620,39.35973731,1007,0.381296777,0.551478602,63266,22024,0.972580645,240,0,252,254.5,2.5
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,24,WE00024,B001,LO001,CO6,24,v1.3.1(feb22-region),279.6622818,1258.890224,8362,436.1931506,83607,0.621925765,0.951280184,549119,62110,0.949653193,167,0,216,215.4,0.6
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,24,WE00036,C012,LO001,CO6,13,v1.3.1(feb22-region),279.9148228,27202.16184,6915,15.42964155,2333211,0.396901799,0.706236129,419720,46658,0.799132321,103,0,98,97,1
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,80,WE00094,H003,LO001,CO6,13,v1.3.1(feb22-region),280.4714942,15533.4753,7402,38.26160356,5044,0.50158423,0.868275676,594336,70348,0.905971359,130,0,108,107.8,0.2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,87,WE00018,B007,LO002,CO6,13,v1.3.1(feb22-region),280.8913292,5794.036532,3506,62.22834426,4570,0.346693002,0.567356354,360553,50592,0.845693098,130,0,102,100,2
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,26,WE00026,C002,LO001,CO6,24,v1.3.1(feb22-region),280.9204301,931.6748817,465,102.0888731,2302,0.670182276,0.819909892,95114,34772,0.972043011,240,0,234,234.8,0.8
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,111,WE00043,D006,LO002,CO6,13,v1.3.1(feb22-region),281.8975989,6392.956806,8496,46.39456405,6501,0.280242654,0.42866659,296598,41405,0.427377589,130,0,96,92.5,3.5
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,17,WE00029,C005,LO001,CO6,13,v1.3.1(feb22-region),282.3168797,3995.85523,4538,23.11889192,8303,0.403457212,0.740052507,92380,19091,0.880343764,130,0,144,145,1
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,26,WE00026,C002,LO001,CO6,24,v1.3.1(feb22-region),282.4254937,62753.05751,557,12.27734256,5995,0.632078692,0.825527512,770441,194787,0.996409336,240,0,90,90.8,0.8
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,18,WE00030,C006,LO001,CO6,13,v1.3.1(feb22-region),283.6000305,64838.11832,6568,7.325252378,3218,0.451790334,0.836083544,474956,62799,0.81501218,130,0,96,97,1
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,90,WE00018,B007,LO002,CO6,13,v1.3.1(feb22-region),283.7354282,10041.51305,6142,13.81713916,6013,0.286182129,0.475297719,138745,31728,0.596548356,130,0,102,99,3
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,79,WE00092,H005,LO001,CO6,13,v1.3.1(feb22-region),283.7911392,2750.133261,3950,31.7816118,1741205,0.359458321,0.504520142,87404,18458,0.627594937,66,0,165,159,6
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,147,WE00077,G005,LO002,CO6,13,v1.3.1(feb22-region),284.2494715,2006.830272,2365,26.41058146,4398,0.343222559,0.572088845,53002,13584,0.919661734,130,0,174,175.5,1.5
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,162,WE00090,H007,LO002,CO6,13,v1.3.1(feb22-region),284.7075249,8987.170529,7628,39.52581128,5030,0.328545195,0.568300877,355225,47323,0.78605139,130,0,96,98,2
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,97,WE00027,C003,LO002,CO6,13,v1.3.1(feb22-region),285.0422307,2845.935176,6796,35.70398411,3249119,0.428124787,0.712968488,101611,21966,0.911712772,125,0,156,154.7,1.3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,12,WE00012,A012,LO001,CO6,24,v1.3.1(feb22-region),285.1170483,79929.47061,393,1.357133865,8910,0.212522676,0.330629249,108475,23207,0.363867684,240,0,186,93.3,92.7
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,59,WE00060,E012,LO001,CO6,13,v1.3.1(feb22-region),285.2799005,55277.02127,4423,11.12481188,1726866,0.471735699,0.874365203,614946,62912,0.832466652,120,0,97,97.5,0.5
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,126,WE00054,E006,LO002,CO6,13,v1.3.1(feb22-region),285.4533603,4282.67655,5446,42.89377823,8077,0.344631691,0.547619398,183700,38799,0.802240176,130,0,90,93,3
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,42,WE00054,E006,LO001,CO6,13,v1.3.1(feb22-region),285.6502136,42670.30663,4214,6.216792788,8896,0.570874958,0.861202183,265272,61695,0.915045088,130,0,90,91,1
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,64,WE00064,F009,LO001,CO6,24,v1.3.1(feb22-region),285.8476658,2363.404786,2849,92.16964393,1757,0.602290271,0.788924573,217834,59592,0.995436995,240,0,174,172.8,1.2
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,25,WE00025,C001,LO001,CO6,24,v1.3.1(feb22-region),286.1026786,2656.585504,672,141.738359,9937,0.412709822,0.602290761,376540,77018,0.9375,240,0,156,153.6,2.4
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,121,WE00051,E003,LO002,CO6,13,v1.3.1(feb22-region),286.1103255,3035.984403,7496,67.89496307,3449927,0.476360815,0.753495969,206128,29559,0.77828175,67,0,151,154,3
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,45,WE00045,D004,LO001,CO6,13,v1.3.1(feb22-region),286.6369288,3060.496769,3217,22.66017498,3506781,0.351799375,0.510170994,69351,15654,0.672987255,63,0,161,168.5,7.5
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,1,WE00001,A001,LO001,CO6,24,v1.3.1(feb22-region),287.3454158,1859.029136,938,72.8580733,4237,0.705867596,0.929582111,135445,43066,1,240,0,216,215.7,0.3
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,26,WE00038,D011,LO001,CO6,13,v1.3.1(feb22-region),289.7451399,6764.459486,4218,21.10597674,3386641,0.569882109,0.909489632,142771,22475,0.907302039,50,0,172,170,2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,78,WE00092,H005,LO001,CO6,13,v1.3.1(feb22-region),290.4280763,4058.301225,6347,74.98655751,4022,0.341882558,0.561907872,304318,50144,0.818654482,130,0,108,105.8,2.2
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,46,WE00046,D003,LO001,CO6,13,v1.3.1(feb22-region),290.5583643,19810.59586,1345,7.875947428,2956,0.488690625,0.733752657,156027,46670,0.96133829,130,0,102,100.9,1.1
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,24,WE00024,B001,LO001,CO6,13,v1.3.1(feb22-region),290.6142239,2984.403259,7621,43.33396371,5672,0.437947319,0.821959409,129326,24934,0.882823776,130,0,156,156,0
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,105,WE00033,C009,LO002,CO6,13,v1.3.1(feb22-region),291.775795,9163.112185,7453,69.56885801,3478507,0.355393111,0.631385439,637467,79701,0.673688448,100,0,101,98,3
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,59,WE00059,E011,LO001,CO6,24,v1.3.1(feb22-region),292.6294537,2044.106975,421,56.12581828,2465,0.399108718,0.529761583,114727,37767,0.980997625,240,0,198,195.8,2.2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,52,WE00065,F008,LO001,CO6,13,v1.3.1(feb22-region),293.5037464,6948.72284,5205,24.23807062,3883,0.355339911,0.637958163,168424,36834,0.827665706,130,0,108,106.7,1.3
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,24,WE00036,C012,LO001,CO6,13,v1.3.1(feb22-region),294.7819071,26225.56234,6135,12.49131862,58371,0.435367126,0.829231348,327592,45053,0.797555012,107,0,109,107.9,1.1
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,57,WE00057,E009,LO001,CO6,24,v1.3.1(feb22-region),294.8605611,43573.20619,2424,18.17902842,4333,0.466186994,0.633666676,792119,138201,0.931930693,240,0,84,85.1,1.1
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,28,WE00028,C004,LO001,CO6,13,v1.3.1(feb22-region),294.9986739,67410.83946,9049,2.613934206,8006,0.333690997,0.684973694,176207,30582,0.540722732,130,0,150,152.2,2.2
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,109,WE00039,D010,LO002,CO6,13,v1.3.1(feb22-region),295.3578964,5567.522378,6351,40.29381002,65533,0.457253238,0.831993526,224337,35001,0.789639427,104,0,158,156,2
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,84,WE00084,G012,LO001,CO6,13,v1.3.1(feb22-region),295.6306647,5523.791876,2648,14.68091883,74852,0.252920965,0.392313413,81094,14194,0.36858006,75,0,166,169.8,3.8
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,23,WE00023,B002,LO001,CO6,24,v1.3.1(feb22-region),295.9319728,28268.4044,588,30.61757914,2647,0.446431868,0.570903681,865510,201236,0.971088435,240,0,90,87.7,2.3
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,22,WE00022,B003,LO001,CO6,24,v1.3.1(feb22-region),296.0353038,26286.7417,3654,28.27811079,7558,0.356742374,0.595949736,743339,107975,0.800766284,240,0,138,140.2,2.2
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,32,WE00044,D005,LO001,CO6,13,v1.3.1(feb22-region),296.0428174,2599.070019,5395,29.23220299,5798,0.272115285,0.419772505,75977,16016,0.525115848,130,0,168,165,3
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,134,WE00068,F005,LO002,CO6,13,v1.3.1(feb22-region),296.3827447,13165.79446,6456,21.67849444,3929,0.371107925,0.644427776,285415,45236,0.802509294,130,0,102,104,2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,31,WE00043,D006,LO001,CO6,13,v1.3.1(feb22-region),296.8231168,6945.907615,6558,56.05889013,4165,0.27780741,0.474098453,389380,46546,0.556572126,130,0,96,94.4,1.6
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,56,WE00068,F005,LO001,CO6,13,v1.3.1(feb22-region),297.0897583,2480.093764,3476,90.26954676,5152,0.459074148,0.865905448,223877,32655,0.860759494,130,0,180,168,12
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,83,WE00013,B012,LO002,CO6,13,v1.3.1(feb22-region),297.6880257,3353.486118,6539,95.96368613,100245,0.398768721,0.785001581,321813,37162,0.719987766,93,0,159,159.2,0.2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,85,WE00013,B012,LO002,CO6,13,v1.3.1(feb22-region),298.4832905,23254.99222,2723,10.23435514,5952,0.411321999,0.692055468,238000,51913,0.855306647,130,0,90,92,2
