DATASET,Index,WellID,Well Name,Loop,Channel,fps,version,HROI Change Intensity,Harmonic Intensity,Heart size,Intensity/Harmonic Intensity (top 5 %),Movement detection max,SNR,SNR Top 5%,Signal Intensity Top 5%,Signal intensity,Signal regional prominence,Stop frame,empty frames,Heartrate (BPM),ground truth,error
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,118,WE00048,D001,LO002,CO6,13,v1.3.1(feb22-region),438.0234459,7447.902428,6483,27.06775343,9632,0.297762011,0.517075249,201598,33508,0.735924726,130,0,168,171,3
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,45,WE00045,D004,LO001,CO6,24,v1.3.1(feb22-region),438.04098,7691.388099,4490,83.68510025,3323,0.324973942,0.455031377,643655,94951,0.646325167,240,0,180,183,3
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,144,WE00072,F001,LO002,CO6,13,v1.3.1(feb22-region),438.6415501,172847.0579,5574,5.792230927,8206,0.516358263,0.90620737,1001170,127036,0.894510226,130,0,96,97,1
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,119,WE00049,E001,LO002,CO6,13,v1.3.1(feb22-region),439.0359304,6477.618957,7932,136.5189911,81783,0.522035753,0.917093342,884318,92812,0.835980837,87,0,152,154,2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,80,WE00092,H005,LO001,CO6,13,v1.3.1(feb22-region),439.4923384,128003.2682,6004,7.937298152,5428,0.539363416,0.869504054,1016000,182809,0.902231845,130,0,90,91,1
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,16,WE00028,C004,LO001,CO6,13,v1.3.1(feb22-region),439.5202468,7168.195818,6322,98.61299003,5937,0.343096879,0.553879777,706877,111479,0.757038912,130,0,96,93,3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,32,WE00032,C008,LO001,CO6,24,v1.3.1(feb22-region),440.5443075,13213.22593,3408,67.60973234,8958,0.327290945,0.427840152,893343,243757,0.656103286,240,0,84,86.9,2.9
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,115,WE00045,D004,LO002,CO6,13,v1.3.1(feb22-region),440.6152767,3807.086406,4988,50.24004926,5704,0.288118364,0.532047681,191268,29749,0.768043304,130,0,180,179,1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,105,WE00035,C011,LO002,CO6,13,v1.3.1(feb22-region),441.255116,4449.065933,2199,28.8737332,5289,0.350874502,0.530849839,128461,35863,0.814915871,130,0,162,159.8,2.2
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,7,WE00007,A007,LO001,CO6,24,v1.3.1(feb22-region),441.8962852,7167.659905,7376,98.51434867,12757,0.526463704,0.796783212,706117,109751,0.923400217,240,0,228,226.7,1.3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,22,WE00022,B003,LO001,CO6,24,v1.3.1(feb22-region),442.2007917,433046.0035,7326,3.758478273,8234,0.577344895,0.778260256,1627594,444034,0.93953044,240,0,78,78.5,0.5
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,18,WE00030,C006,LO001,CO6,13,v1.3.1(feb22-region),442.3220421,8052.430472,6229,59.20469741,5431,0.288608752,0.461579073,476742,70326,0.492695457,130,0,102,99,3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,81,WE00081,G009,LO001,CO6,24,v1.3.1(feb22-region),442.6025701,466225.6459,4280,4.955077274,4651,0.708098144,0.919480702,2310184,471582,0.968457944,240,0,90,90.8,0.8
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,88,WE00019,B006,LO002,CO6,13,v1.3.1(feb22-region),442.7602076,64173.07696,5780,7.460753832,5620,0.560236772,0.87541021,478780,111336,0.884256055,130,0,102,102.3,0.3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,10,WE00010,A010,LO001,CO6,24,v1.3.1(feb22-region),442.8312126,166300.2828,5344,7.820884584,7018,0.521680738,0.717158484,1300615,295148,0.879491018,240,0,90,91.6,1.6
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,70,WE00070,F003,LO001,CO6,24,v1.3.1(feb22-region),443.1378238,22851.12317,5790,99.76421279,5781,0.34181911,0.464752973,2279724,299742,0.762694301,240,0,84,86.7,2.7
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,163,WE00091,H006,LO002,CO6,13,v1.3.1(feb22-region),444.0359629,39333.21741,5172,11.67825182,7660,0.55018988,0.855262788,459343,108707,0.925367363,130,0,102,102,0
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,43,WE00043,D006,LO001,CO6,24,v1.3.1(feb22-region),444.4217673,4848.792886,4787,147.9482997,6469,0.345299702,0.446128759,717371,186776,0.687278045,240,0,102,99.3,2.7
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,55,WE00067,F006,LO001,CO6,13,v1.3.1(feb22-region),444.6359955,12223.24938,7162,30.71504076,8298,0.386317351,0.589337908,375438,78512,0.872800894,130,0,114,111,3
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,87,WE00016,B009,LO002,CO6,13,v1.3.1(feb22-region),444.7159251,6294.396598,5664,135.9171119,4513,0.282188562,0.471784287,855516,78025,0.618467514,130,0,162,165,3
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,20,WE00032,C008,LO001,CO6,13,v1.3.1(feb22-region),444.768885,415993.2324,6897,0.877360962,4586,0.452458073,0.77809267,364976,65915,0.610845295,130,0,156,78,78
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,78,WE00092,H005,LO001,CO6,13,v1.3.1(feb22-region),444.9677419,3201.779672,7254,120.7421678,5706,0.542999679,0.862453227,386590,74283,0.897711607,130,0,168,169,1
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,69,WE00069,F004,LO001,CO6,24,v1.3.1(feb22-region),444.988745,636968.9735,10040,6.338678302,5609,0.530010603,0.824558498,4037541,487151,0.92938247,240,0,96,94.6,1.4
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,7,WE00019,B006,LO001,CO6,13,v1.3.1(feb22-region),445.3893169,4039.532519,7788,27.74933226,7379,0.261545638,0.41567913,112094,24394,0.676168464,130,0,168,171.2,3.2
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,43,WE00043,D006,LO001,CO6,13,v1.3.1(feb22-region),445.6810431,16688.96268,2991,9.659872602,4471,0.357049138,0.616540819,161213,33461,0.869608826,130,0,174,175.5,1.5
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,119,WE00047,D002,LO002,CO6,13,v1.3.1(feb22-region),446.166214,90810.87591,3682,20.85436396,3001,0.518506672,0.770431327,1893803,215459,0.934003259,130,0,90,91,1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,117,WE00047,D002,LO002,CO6,13,v1.3.1(feb22-region),447.4394272,6165.928437,8659,106.1823013,7803,0.445059018,0.818162117,654712,76615,0.757477769,130,0,168,167.1,0.9
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,9,WE00021,B004,LO001,CO6,13,v1.3.1(feb22-region),447.6761986,39189.08716,8218,18.20099082,4814,0.51052038,0.817815694,713280,120932,0.914212704,130,0,108,107,1
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,52,WE00065,F008,LO001,CO6,13,v1.3.1(feb22-region),449.2398003,3646.698976,4608,68.63764803,6013,0.453283837,0.832161761,250301,45100,0.879340278,130,0,180,180.5,0.5
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,33,WE00033,C009,LO001,CO6,24,v1.3.1(feb22-region),449.4060556,4982.536872,6110,105.6738834,4748,0.373232192,0.510344884,526524,91989,0.904255319,240,0,174,171.3,2.7
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,146,WE00080,G008,LO002,CO6,13,v1.3.1(feb22-region),450.2402611,148005.7572,4903,5.361001419,3453,0.223983843,0.310626896,793459,106541,0.486232919,130,0,102,105.8,3.8
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,49,WE00049,E001,LO001,CO6,13,v1.3.1(feb22-region),450.3468295,4242.260026,7286,49.14343516,7203,0.229752426,0.362979842,208479,26070,0.420944277,130,0,162,159.8,2.2
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,68,WE00080,G008,LO001,CO6,13,v1.3.1(feb22-region),451.0009001,174314.8331,7777,13.14332092,4400,0.579548324,0.929107675,2291076,254218,0.89353221,130,0,96,96,0
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,60,WE00072,F001,LO001,CO6,13,v1.3.1(feb22-region),451.7053555,20154.39847,5583,28.66599215,3929,0.545114387,0.886277425,577746,79361,0.902740462,130,0,174,176,2
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,57,WE00057,E009,LO001,CO6,24,v1.3.1(feb22-region),452.4657446,2741.427391,3109,121.5628893,3462,0.372547183,0.535609612,333256,64349,0.918301705,240,0,216,218.2,2.2
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,39,WE00051,E003,LO001,CO6,13,v1.3.1(feb22-region),452.6698093,2840.839419,9334,113.9662477,13546,0.618794435,0.90266053,323760,67363,0.971930576,130,0,156,156,0
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,8,WE00008,A008,LO001,CO6,24,v1.3.1(feb22-region),454.974337,6346.821794,2338,183.4518332,5864,0.412689533,0.62676772,1164336,160411,0.752780154,240,0,216,213.8,2.2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,139,WE00067,F006,LO002,CO6,13,v1.3.1(feb22-region),455.0260935,21311.73036,5327,41.9347574,4942,0.301416923,0.490037634,893702,103049,0.565233715,130,0,108,111,3
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,20,WE00032,C008,LO001,CO6,13,v1.3.1(feb22-region),455.1134482,13372.23453,7369,33.15043003,8820,0.390956865,0.6714423,443295,73042,0.818292848,130,0,144,142,2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,91,WE00019,B006,LO002,CO6,13,v1.3.1(feb22-region),455.2461829,29436.2441,6353,37.91288423,5843,0.430343181,0.744605798,1116013,139922,0.872186369,130,0,108,107,1
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,11,WE00023,B002,LO001,CO6,13,v1.3.1(feb22-region),455.5920771,4892.777004,8406,61.80364455,8942,0.389536043,0.652598238,302391,49860,0.863430883,130,0,168,170,2
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,60,WE00060,E012,LO001,CO6,13,v1.3.1(feb22-region),455.6477193,5131.906438,4275,25.46807238,6762,0.375300189,0.623223327,130700,31731,0.909005848,130,0,174,172.6,1.4
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,92,WE00020,B005,LO002,CO6,13,v1.3.1(feb22-region),455.6632308,81217.71411,6500,18.65201996,3432,0.555066202,0.853799032,1514874,193567,0.899692308,130,0,102,103,1
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,64,WE00076,G004,LO001,CO6,13,v1.3.1(feb22-region),456.5567795,42261.40937,6173,20.43710836,3371,0.447747838,0.683507327,863701,120835,0.916410173,130,0,102,101,1
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,1,WE00013,B012,LO001,CO6,13,v1.3.1(feb22-region),456.9708807,7155.617916,9856,47.55835485,8254,0.326363256,0.478944393,340309,92933,0.566355519,130,0,90,93,3
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,50,WE00050,E002,LO001,CO6,24,v1.3.1(feb22-region),456.994709,262553.8854,567,2.639079169,4356,0.474174274,0.743470838,692900,201627,0.908289242,240,0,84,84.3,0.3
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,140,WE00068,F005,LO002,CO6,13,v1.3.1(feb22-region),457.0602578,8909.068652,6439,93.79943943,8136,0.301525202,0.446257556,835666,125039,0.453020655,130,0,96,99,3
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,128,WE00058,E010,LO002,CO6,13,v1.3.1(feb22-region),457.7964002,4294.713322,7667,135.5006219,6240,0.469157597,0.824926737,581936,72300,0.902047737,130,0,168,169.8,1.8
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,33,WE00045,D004,LO001,CO6,13,v1.3.1(feb22-region),458.1882525,44059.14573,5482,5.839321912,5158,0.323251209,0.576645505,257276,49461,0.500912076,130,0,84,86,2
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,49,WE00049,E001,LO001,CO6,24,v1.3.1(feb22-region),458.7000885,3133.643094,3391,283.1723125,5224,0.660020717,0.974114799,887361,127537,0.979062224,240,0,240,240,0
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,19,WE00019,B006,LO001,CO6,24,v1.3.1(feb22-region),458.8363636,709831.6255,4510,9.027362718,6282,0.678626144,0.925809361,6407908,806825,0.945898004,240,0,90,89.6,0.4
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,34,WE00046,D003,LO001,CO6,13,v1.3.1(feb22-region),458.9983169,4258.548755,8912,68.59126301,7794,0.322016195,0.512868727,292099,51497,0.631508079,130,0,156,153.5,2.5
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,90,WE00090,H007,LO001,CO6,24,v1.3.1(feb22-region),459.5256048,4981.672379,6366,25.58460777,7050,0.305881276,0.421981582,127454,32941,0.492459943,240,0,216,219.1,3.1
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,40,WE00040,D009,LO001,CO6,13,v1.3.1(feb22-region),461.1047688,30186.59926,5536,29.13671214,5483,0.425107406,0.71156329,879538,123673,0.890895954,130,0,102,101.7,0.3
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,67,WE00067,F006,LO001,CO6,24,v1.3.1(feb22-region),462.7011304,6001.866471,7254,234.9383693,8361,0.581697555,0.863717181,1410069,192063,0.986490212,240,0,168,166.2,1.8
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,55,WE00056,E008,LO001,CO6,13,v1.3.1(feb22-region),463.4881203,14938.44306,7113,32.33451392,7725,0.38847975,0.638515859,483027,83931,0.87220582,130,0,102,99.8,2.2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,58,WE00071,F002,LO001,CO6,13,v1.3.1(feb22-region),463.7049442,22603.42665,3762,36.92523147,4854,0.433309138,0.716638745,834637,126115,0.895002658,130,0,102,104,2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,7,WE00019,B006,LO001,CO6,13,v1.3.1(feb22-region),463.7738854,38442.86899,7222,27.80273725,6343,0.471218939,0.798980108,1068817,149240,0.871088341,130,0,108,108,0
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,94,WE00022,B003,LO002,CO6,13,v1.3.1(feb22-region),464.2591573,7048.562707,7262,174.2390363,2582285,0.36865337,0.54523026,1228135,131589,0.831038281,119,0,98,101,3
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,41,WE00054,E006,LO001,CO6,13,v1.3.1(feb22-region),464.8107753,6386.560212,9132,90.74817331,6072,0.320358816,0.505945594,579569,66960,0.725032852,130,0,162,164.9,2.9
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,78,WE00078,G006,LO001,CO6,24,v1.3.1(feb22-region),464.9529679,4767.261249,6166,88.07179589,11479,0.508187229,0.732714243,419861,81149,0.986214726,240,0,234,235.7,1.7
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,4,WE00016,B009,LO001,CO6,13,v1.3.1(feb22-region),465.3272609,2296.60237,3074,222.1002393,3027689,0.579925379,0.891008144,510076,80234,0.877358491,121,0,161,161,0
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,94,WE00094,H003,LO001,CO6,24,v1.3.1(feb22-region),465.3652261,9824.458817,15040,51.65749587,101000,0.28614151,0.430966295,507507,58465,0.508909574,216,0,267,263.1,3.9
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,53,WE00053,E005,LO001,CO6,24,v1.3.1(feb22-region),465.4908174,4014.516052,8331,78.42910932,5893,0.431637931,0.664654421,314855,66955,0.964109951,240,0,258,255.6,2.4
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,48,WE00048,D001,LO001,CO6,13,v1.3.1(feb22-region),466.050754,67956.54805,5438,10.93965088,8595,0.498681463,0.816412307,743421,130504,0.943177639,130,0,90,91.8,1.8
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,88,WE00088,H009,LO001,CO6,24,v1.3.1(feb22-region),466.1229254,3855.98706,7411,328.8767422,6919,0.353957512,0.514716085,1268144,124234,0.907839698,240,0,168,171.3,3.3
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,21,WE00033,C009,LO001,CO6,13,v1.3.1(feb22-region),466.6888291,44153.16179,11521,2.432978668,12539,0.283540014,0.444955369,107424,29471,0.612880826,130,0,156,160,4
OMAR_13FPS_170814153204_Ol_SCN5A_NKX2_5_Temp_28C,31,WE00043,D006,LO001,CO6,13,v1.3.1(feb22-region),466.9000332,250600.9712,6022,1.482464639,6388,0.262181949,0.471726878,371507,57076,0.390567918,130,0,150,154,4
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,62,WE00062,F011,LO001,CO6,24,v1.3.1(feb22-region),467.0340659,1968.023432,910,327.6397425,4570,0.474237398,0.665363413,644803,97267,0.968131868,240,0,258,255.6,2.4
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,80,WE00093,H004,LO001,CO6,13,v1.3.1(feb22-region),469.1884739,8459.929927,4685,36.96611938,8227,0.42468076,0.76487055,312731,57882,0.856350053,130,0,144,146,2
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,47,WE00059,E011,LO001,CO6,13,v1.3.1(feb22-region),469.2926247,55129.4268,4610,12.46944515,4690,0.546380568,0.83555423,687433,144477,0.945986985,130,0,102,101,1
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,146,WE00074,G002,LO002,CO6,13,v1.3.1(feb22-region),469.8313527,203442.4982,5722,5.756811476,6603,0.544171476,0.88508948,1171180,178812,0.875917511,130,0,90,90,0
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,67,WE00067,F006,LO001,CO6,24,v1.3.1(feb22-region),469.9597687,2706.271022,4151,105.2641606,3743,0.374828688,0.579093664,284873,56096,0.884847025,240,0,264,264.6,0.6
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,83,WE00083,G011,LO001,CO6,24,v1.3.1(feb22-region),470.3758225,547125.7508,6535,5.696958398,4197,0.541862232,0.800283871,3116953,543285,0.914613619,240,0,90,91.6,1.6
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,35,WE00035,C011,LO001,CO6,24,v1.3.1(feb22-region),470.6914797,4283.545273,7711,186.8869987,6245,0.405109435,0.577224137,800539,128491,0.935157567,240,0,174,172,2
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,153,WE00083,G011,LO002,CO6,13,v1.3.1(feb22-region),470.7500898,15255.70382,5566,19.10191847,100560,0.248198294,0.403846388,291413,41176,0.372619475,127,0,178,175.7,2.3
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,81,WE00081,G009,LO001,CO6,24,v1.3.1(feb22-region),471.1318154,2103.489103,6456,142.3186606,5336,0.339889452,0.443633227,299366,54244,0.740241636,240,0,252,255.6,3.6
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,54,WE00054,E006,LO001,CO6,24,v1.3.1(feb22-region),471.93559,3672.531366,2127,204.3057877,6550,0.455699542,0.769111774,750319,100579,0.975552421,240,0,264,264.1,0.1
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,57,WE00069,F004,LO001,CO6,13,v1.3.1(feb22-region),472.2029768,304334.3094,6853,7.804265165,4860,0.56104082,0.906372916,2375106,252725,0.857288779,130,0,96,96,0
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,151,WE00082,G010,LO002,CO6,13,v1.3.1(feb22-region),472.3051743,6513.746994,9837,67.34691284,11209,0.484085794,0.749258897,438681,68965,0.914608112,130,0,162,161,1
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,82,WE00094,H003,LO001,CO6,13,v1.3.1(feb22-region),472.8944702,554300.6769,2369,5.634828431,3974,0.577070953,0.905037053,3123389,335483,0.825242718,130,0,90,90,0
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,71,WE00071,F002,LO001,CO6,24,v1.3.1(feb22-region),473.2219589,990.8814504,1266,192.6625149,6195,0.366955374,0.463421318,190906,47189,0.872827804,240,0,240,243.1,3.1
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,47,WE00060,E012,LO001,CO6,13,v1.3.1(feb22-region),473.4632709,47744.70015,7637,31.67284911,7519,0.481901101,0.771967602,1512211,249642,0.917899699,130,0,90,88.9,1.1
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,69,WE00082,G010,LO001,CO6,13,v1.3.1(feb22-region),473.7070228,3426.381819,6963,176.3981532,8219,0.588795793,0.92165877,604407,87416,0.93092058,130,0,162,162,0
OMAR_13FPS_171223125746_Ol_SCN5A_OCA2_WT_28C,52,WE00052,E004,LO001,CO6,13,v1.3.1(feb22-region),473.7132664,4956.519836,3784,80.72898127,7661,0.413181944,0.737739871,400135,56609,0.872357294,130,0,156,157.3,1.3
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,2,WE00002,A002,LO001,CO6,24,v1.3.1(feb22-region),474.0339456,17581.62276,4301,100.3391973,6131,0.470233055,0.640116592,1764126,217527,0.97256452,240,0,144,145.9,1.9
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,94,WE00025,C001,LO002,CO6,13,v1.3.1(feb22-region),475.1127855,72869.71974,6304,28.05660675,5920,0.49912214,0.832146605,2044477,200209,0.897525381,130,0,108,106.9,1.1
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,137,WE00071,F002,LO002,CO6,13,v1.3.1(feb22-region),475.6125975,24824.47047,3588,24.4141841,4065,0.543888834,0.825810763,606069,135640,0.932831661,130,0,102,104,2
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,85,WE00015,B010,LO002,CO6,13,v1.3.1(feb22-region),476.0038767,54823.14401,5159,23.16319772,5137,0.478350661,0.748373765,1269879,190077,0.891645668,130,0,96,97.5,1.5
OMAR_13FPS_171223115056_Ol_SCN5A_OCA2_WT_21C,41,WE00041,D008,LO001,CO6,13,v1.3.1(feb22-region),476.7446691,9674.404073,5440,43.06699858,4912,0.243400288,0.366877878,416648,73723,0.558272059,130,0,108,103.1,4.9
F2_24FPS_210719181906_OlE_HR_IPF2_2x_BQ_35C,35,WE00035,C011,LO001,CO6,24,v1.3.1(feb22-region),476.9775385,2345.970982,6500,596.225737,4933,0.587362397,0.836669122,1398728,150999,0.958461538,240,0,240,241,1
F2_24FPS_210719155352_OlE_HR_IPF2_2x_BQ_21C,20,WE00020,B005,LO001,CO6,24,v1.3.1(feb22-region),477.5728337,364985.0114,2135,13.65098581,2586,0.631548468,0.790118532,4982405,858219,0.990632319,240,0,90,88.4,1.6
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,17,WE00029,C005,LO001,CO6,13,v1.3.1(feb22-region),477.6152815,76973.36913,5968,6.33130159,9143,0.517759392,0.80773273,487342,115775,0.904825737,130,0,102,101,1
OMAR_13FPS_170829120919_Ol_GIGYF1_CCDC141_Temp_21C,145,WE00073,G001,LO002,CO6,13,v1.3.1(feb22-region),477.7851064,74319.858,5640,16.70134116,5377,0.474513572,0.807265493,1241241,158138,0.892021277,130,0,102,102,0
OMAR_13FPS_170814143625_Ol_SCN5A_NKX2_5_Temp_21C,69,WE00081,G009,LO001,CO6,13,v1.3.1(feb22-region),479.8813211,245043.4913,6328,10.54924753,2918,0.520206659,0.854040283,2585024,235969,0.865044248,130,0,96,98,2
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,11,WE00023,B002,LO001,CO6,13,v1.3.1(feb22-region),480.1449223,4180.238512,8232,147.5034029,7351,0.510877322,0.886837672,616599,77510,0.888969874,130,0,168,169.8,1.8
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,72,WE00072,F001,LO001,CO6,24,v1.3.1(feb22-region),480.2921175,2174.526818,1941,77.60478633,3434,0.37681892,0.516199657,168754,45546,0.951056157,240,0,270,268.1,1.9
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,94,WE00024,B001,LO002,CO6,13,v1.3.1(feb22-region),480.396933,4185.426189,5608,225.0799359,7799,0.502433148,0.892698792,942055,95235,0.913338088,130,0,156,157.3,1.3
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,57,WE00070,F003,LO001,CO6,13,v1.3.1(feb22-region),480.7571948,272038.5596,6602,5.812610347,4843,0.535846,0.919451694,1581254,220797,0.865495304,130,0,96,96.7,0.7
OMAR_13FPS_170908133037_Ol_UFSP1_VEPH1_Temp_21C,148,WE00082,G010,LO002,CO6,13,v1.3.1(feb22-region),481.5240259,97265.31771,5723,22.54629122,5254,0.483087677,0.824175661,2192972,213823,0.93569806,130,0,102,100.9,1.1
OMAR_13FPS_170829142203_Ol_GIGYF1_CCDC141_Temp_28C,64,WE00077,G005,LO001,CO6,13,v1.3.1(feb22-region),481.5384516,4070.006899,7750,85.58918315,9596,0.300214167,0.512534284,348349,52256,0.477548387,130,0,156,159,3
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,85,WE00085,H012,LO001,CO6,24,v1.3.1(feb22-region),481.5650283,6643.487775,4598,34.13833538,8486,0.504399225,0.731575971,226798,54319,0.980861244,240,0,246,247.2,1.2
F2_24FPS_210719170353_OlE_HR_IPF2_2x_BQ_28C,96,WE00096,H001,LO001,CO6,24,v1.3.1(feb22-region),481.6866841,18465.52772,1149,57.42972227,12744,0.359145033,0.530897278,1060470,204750,0.914708442,240,0,150,147.2,2.8
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,123,WE00053,E005,LO002,CO6,13,v1.3.1(feb22-region),482.2693189,4308.807844,6108,104.628145,8314,0.497116191,0.77148529,450823,77269,0.920759659,130,0,150,152.2,2.2
RANDOM_24FPS_210601190528_OlE_HR_IPF2_35C,33,WE00033,C009,LO001,CO6,24,v1.3.1(feb22-region),482.8244994,4880.0468,2547,66.66999759,5402,0.443326053,0.644456604,325353,70289,0.967020024,240,0,252,250.4,1.6
OMAR_13FPS_170908144200_Ol_UFSP1_VEPH1_Temp_28C,121,WE00051,E003,LO002,CO6,13,v1.3.1(feb22-region),482.929356,3623.600574,9286,54.62000882,11956,0.358584792,0.587651389,197921,44755,0.837066552,130,0,162,164.9,2.9
